STATIONS_ID,MESS_DATUM,QN_9,TT_TU,RF_TU,eor
5705,2020-06-11 19:00:00,3,16.8,77.0,eor
5705,2020-06-11 20:00:00,3,15.3,85.0,eor
5705,2020-06-11 21:00:00,3,14.8,86.0,eor
5705,2020-06-11 22:00:00,3,13.8,91.0,eor
5705,2020-06-11 23:00:00,3,13.4,94.0,eor
5705,2020-06-12 00:00:00,3,12.9,94.0,eor
5705,2020-06-12 01:00:00,3,12.8,94.0,eor
5705,2020-06-12 02:00:00,3,12.2,95.0,eor
5705,2020-06-12 03:00:00,3,11.7,96.0,eor
5705,2020-06-12 04:00:00,3,11.6,96.0,eor
5705,2020-06-12 05:00:00,3,13.0,91.0,eor
5705,2020-06-12 06:00:00,3,15.5,84.0,eor
5705,2020-06-12 07:00:00,3,17.4,79.0,eor
5705,2020-06-12 08:00:00,3,19.9,71.0,eor
5705,2020-06-12 09:00:00,3,22.0,65.0,eor
5705,2020-06-12 10:00:00,3,23.4,56.0,eor
5705,2020-06-12 11:00:00,3,24.7,52.0,eor
5705,2020-06-12 12:00:00,3,24.7,48.0,eor
5705,2020-06-12 13:00:00,3,25.8,44.0,eor
5705,2020-06-12 14:00:00,3,27.2,38.0,eor
5705,2020-06-12 15:00:00,3,27.7,38.0,eor
5705,2020-06-12 16:00:00,3,27.4,38.0,eor
5705,2020-06-12 17:00:00,3,26.6,39.0,eor
5705,2020-06-12 18:00:00,3,25.4,44.0,eor
5705,2020-06-12 19:00:00,3,24.0,48.0,eor
5705,2020-06-12 20:00:00,3,23.1,49.0,eor
5705,2020-06-12 21:00:00,3,21.6,52.0,eor
5705,2020-06-12 22:00:00,3,20.7,53.0,eor
5705,2020-06-12 23:00:00,3,19.4,58.0,eor
5705,2020-06-13 00:00:00,3,17.6,66.0,eor
5705,2020-06-13 01:00:00,3,16.5,72.0,eor
5705,2020-06-13 02:00:00,3,13.7,85.0,eor
5705,2020-06-13 03:00:00,3,15.7,75.0,eor
5705,2020-06-13 04:00:00,3,15.5,78.0,eor
5705,2020-06-13 05:00:00,3,16.6,74.0,eor
5705,2020-06-13 06:00:00,3,18.4,69.0,eor
5705,2020-06-13 07:00:00,3,20.4,65.0,eor
5705,2020-06-13 08:00:00,3,21.6,64.0,eor
5705,2020-06-13 09:00:00,3,22.5,65.0,eor
5705,2020-06-13 10:00:00,3,24.2,59.0,eor
5705,2020-06-13 11:00:00,3,24.9,57.0,eor
5705,2020-06-13 12:00:00,3,26.6,50.0,eor
5705,2020-06-13 13:00:00,3,27.4,50.0,eor
5705,2020-06-13 14:00:00,3,27.7,51.0,eor
5705,2020-06-13 15:00:00,3,28.0,44.0,eor
5705,2020-06-13 16:00:00,3,27.9,49.0,eor
5705,2020-06-13 17:00:00,3,27.4,48.0,eor
5705,2020-06-13 18:00:00,3,26.4,51.0,eor
5705,2020-06-13 19:00:00,3,24.8,49.0,eor
5705,2020-06-13 20:00:00,3,23.7,51.0,eor
5705,2020-06-13 21:00:00,3,18.0,84.0,eor
5705,2020-06-13 22:00:00,3,17.4,89.0,eor
5705,2020-06-13 23:00:00,3,17.3,89.0,eor
5705,2020-06-14 00:00:00,3,16.7,92.0,eor
5705,2020-06-14 01:00:00,3,16.9,93.0,eor
5705,2020-06-14 02:00:00,3,16.8,94.0,eor
5705,2020-06-14 03:00:00,3,16.5,93.0,eor
5705,2020-06-14 04:00:00,3,16.5,91.0,eor
5705,2020-06-14 05:00:00,3,16.8,89.0,eor
5705,2020-06-14 06:00:00,3,16.9,88.0,eor
5705,2020-06-14 07:00:00,3,17.3,85.0,eor
5705,2020-06-14 08:00:00,3,17.3,86.0,eor
5705,2020-06-14 09:00:00,3,19.3,79.0,eor
5705,2020-06-14 10:00:00,3,19.0,79.0,eor
5705,2020-06-14 11:00:00,3,18.9,80.0,eor
5705,2020-06-14 12:00:00,3,19.4,74.0,eor
5705,2020-06-14 13:00:00,3,19.9,70.0,eor
5705,2020-06-14 14:00:00,3,19.8,69.0,eor
5705,2020-06-14 15:00:00,3,19.3,69.0,eor
5705,2020-06-14 16:00:00,3,18.9,71.0,eor
5705,2020-06-14 17:00:00,3,18.3,72.0,eor
5705,2020-06-14 18:00:00,3,17.9,74.0,eor
5705,2020-06-14 19:00:00,3,17.4,77.0,eor
5705,2020-06-14 20:00:00,3,17.1,78.0,eor
5705,2020-06-14 21:00:00,3,16.8,79.0,eor
5705,2020-06-14 22:00:00,3,16.8,79.0,eor
5705,2020-06-14 23:00:00,3,16.5,83.0,eor
5705,2020-06-15 00:00:00,3,16.3,85.0,eor
5705,2020-06-15 01:00:00,3,16.1,87.0,eor
5705,2020-06-15 02:00:00,3,16.0,87.0,eor
5705,2020-06-15 03:00:00,3,15.9,84.0,eor
5705,2020-06-15 04:00:00,3,15.8,85.0,eor
5705,2020-06-15 05:00:00,3,15.6,86.0,eor
5705,2020-06-15 06:00:00,3,16.0,83.0,eor
5705,2020-06-15 07:00:00,3,16.1,81.0,eor
5705,2020-06-15 08:00:00,3,15.6,91.0,eor
5705,2020-06-15 09:00:00,3,15.6,92.0,eor
5705,2020-06-15 10:00:00,3,15.8,92.0,eor
5705,2020-06-15 11:00:00,3,15.6,93.0,eor
5705,2020-06-15 12:00:00,3,15.7,89.0,eor
5705,2020-06-15 13:00:00,3,15.6,90.0,eor
5705,2020-06-15 14:00:00,3,15.6,93.0,eor
5705,2020-06-15 15:00:00,3,15.2,95.0,eor
5705,2020-06-15 16:00:00,3,15.1,94.0,eor
5705,2020-06-15 17:00:00,3,15.2,95.0,eor
5705,2020-06-15 18:00:00,3,15.6,94.0,eor
5705,2020-06-15 19:00:00,3,15.4,94.0,eor
5705,2020-06-15 20:00:00,3,15.3,95.0,eor
5705,2020-06-15 21:00:00,3,15.2,96.0,eor
5705,2020-06-15 22:00:00,3,15.1,95.0,eor
5705,2020-06-15 23:00:00,3,15.2,94.0,eor
5705,2020-06-16 00:00:00,3,15.2,95.0,eor
5705,2020-06-16 01:00:00,3,15.2,95.0,eor
5705,2020-06-16 02:00:00,3,15.2,95.0,eor
5705,2020-06-16 03:00:00,3,15.0,94.0,eor
5705,2020-06-16 04:00:00,3,14.8,93.0,eor
5705,2020-06-16 05:00:00,3,14.7,92.0,eor
5705,2020-06-16 06:00:00,3,14.7,93.0,eor
5705,2020-06-16 07:00:00,3,14.6,95.0,eor
5705,2020-06-16 08:00:00,3,15.1,93.0,eor
5705,2020-06-16 09:00:00,3,15.7,91.0,eor
5705,2020-06-16 10:00:00,3,16.3,88.0,eor
5705,2020-06-16 11:00:00,3,17.8,81.0,eor
5705,2020-06-16 12:00:00,3,18.6,77.0,eor
5705,2020-06-16 13:00:00,3,19.1,76.0,eor
5705,2020-06-16 14:00:00,3,19.5,76.0,eor
5705,2020-06-16 15:00:00,3,19.8,73.0,eor
5705,2020-06-16 16:00:00,3,20.1,70.0,eor
5705,2020-06-16 17:00:00,3,20.2,71.0,eor
5705,2020-06-16 18:00:00,3,19.8,73.0,eor
5705,2020-06-16 19:00:00,3,18.6,77.0,eor
5705,2020-06-16 20:00:00,3,17.2,84.0,eor
5705,2020-06-16 21:00:00,3,16.2,89.0,eor
5705,2020-06-16 22:00:00,3,15.7,91.0,eor
5705,2020-06-16 23:00:00,3,15.6,92.0,eor
5705,2020-06-17 00:00:00,3,15.2,94.0,eor
5705,2020-06-17 01:00:00,3,14.6,95.0,eor
5705,2020-06-17 02:00:00,3,14.3,96.0,eor
5705,2020-06-17 03:00:00,3,13.9,97.0,eor
5705,2020-06-17 04:00:00,3,14.1,96.0,eor
5705,2020-06-17 05:00:00,3,14.4,96.0,eor
5705,2020-06-17 06:00:00,3,15.2,91.0,eor
5705,2020-06-17 07:00:00,3,16.0,85.0,eor
5705,2020-06-17 08:00:00,3,17.4,84.0,eor
5705,2020-06-17 09:00:00,3,19.4,76.0,eor
5705,2020-06-17 10:00:00,3,21.5,68.0,eor
5705,2020-06-17 11:00:00,3,22.7,66.0,eor
5705,2020-06-17 12:00:00,3,23.5,59.0,eor
5705,2020-06-17 13:00:00,3,22.0,64.0,eor
5705,2020-06-17 14:00:00,3,18.7,78.0,eor
5705,2020-06-17 15:00:00,3,20.5,76.0,eor
5705,2020-06-17 16:00:00,3,17.4,93.0,eor
5705,2020-06-17 17:00:00,3,17.5,91.0,eor
5705,2020-06-17 18:00:00,3,17.0,92.0,eor
5705,2020-06-17 19:00:00,3,16.9,93.0,eor
5705,2020-06-17 20:00:00,3,16.7,90.0,eor
5705,2020-06-17 21:00:00,3,16.1,93.0,eor
5705,2020-06-17 22:00:00,3,15.6,93.0,eor
5705,2020-06-17 23:00:00,3,15.5,95.0,eor
5705,2020-06-18 00:00:00,3,15.1,93.0,eor
5705,2020-06-18 01:00:00,3,13.9,95.0,eor
5705,2020-06-18 02:00:00,3,13.5,94.0,eor
5705,2020-06-18 03:00:00,3,13.4,93.0,eor
5705,2020-06-18 04:00:00,3,13.0,94.0,eor
5705,2020-06-18 05:00:00,3,13.3,92.0,eor
5705,2020-06-18 06:00:00,3,13.7,90.0,eor
5705,2020-06-18 07:00:00,3,14.9,86.0,eor
5705,2020-06-18 08:00:00,3,16.2,75.0,eor
5705,2020-06-18 09:00:00,3,18.5,71.0,eor
5705,2020-06-18 10:00:00,3,19.0,64.0,eor
5705,2020-06-18 11:00:00,3,19.5,63.0,eor
5705,2020-06-18 12:00:00,3,19.6,61.0,eor
5705,2020-06-18 13:00:00,3,20.3,61.0,eor
5705,2020-06-18 14:00:00,3,21.5,56.0,eor
5705,2020-06-18 15:00:00,3,21.5,57.0,eor
5705,2020-06-18 16:00:00,3,22.0,52.0,eor
5705,2020-06-18 17:00:00,3,21.4,55.0,eor
5705,2020-06-18 18:00:00,3,19.7,61.0,eor
5705,2020-06-18 19:00:00,3,18.6,63.0,eor
5705,2020-06-18 20:00:00,3,17.6,70.0,eor
5705,2020-06-18 21:00:00,3,15.9,80.0,eor
5705,2020-06-18 22:00:00,3,15.0,86.0,eor
5705,2020-06-18 23:00:00,3,14.7,85.0,eor
5705,2020-06-19 00:00:00,3,13.9,89.0,eor
5705,2020-06-19 01:00:00,3,13.2,92.0,eor
5705,2020-06-19 02:00:00,3,12.1,95.0,eor
5705,2020-06-19 03:00:00,3,11.8,97.0,eor
5705,2020-06-19 04:00:00,3,11.6,96.0,eor
5705,2020-06-19 05:00:00,3,14.3,85.0,eor
5705,2020-06-19 06:00:00,3,15.6,76.0,eor
5705,2020-06-19 07:00:00,3,18.3,68.0,eor
5705,2020-06-19 08:00:00,3,19.9,63.0,eor
5705,2020-06-19 09:00:00,3,20.6,55.0,eor
5705,2020-06-19 10:00:00,3,19.8,59.0,eor
5705,2020-06-19 11:00:00,3,20.9,55.0,eor
5705,2020-06-19 12:00:00,3,21.8,54.0,eor
5705,2020-06-19 13:00:00,3,22.2,49.0,eor
5705,2020-06-19 14:00:00,3,21.5,53.0,eor
5705,2020-06-19 15:00:00,3,15.8,83.0,eor
5705,2020-06-19 16:00:00,3,18.3,77.0,eor
5705,2020-06-19 17:00:00,3,21.6,62.0,eor
5705,2020-06-19 18:00:00,3,21.2,54.0,eor
5705,2020-06-19 19:00:00,3,18.6,62.0,eor
5705,2020-06-19 20:00:00,3,17.2,63.0,eor
5705,2020-06-19 21:00:00,3,16.1,68.0,eor
5705,2020-06-19 22:00:00,3,15.9,70.0,eor
5705,2020-06-19 23:00:00,3,15.6,73.0,eor
5705,2020-06-20 00:00:00,3,15.5,75.0,eor
5705,2020-06-20 01:00:00,3,15.1,77.0,eor
5705,2020-06-20 02:00:00,3,15.0,78.0,eor
5705,2020-06-20 03:00:00,3,14.6,81.0,eor
5705,2020-06-20 04:00:00,3,14.2,86.0,eor
5705,2020-06-20 05:00:00,3,14.4,89.0,eor
5705,2020-06-20 06:00:00,3,16.1,80.0,eor
5705,2020-06-20 07:00:00,3,17.2,74.0,eor
5705,2020-06-20 08:00:00,3,19.9,64.0,eor
5705,2020-06-20 09:00:00,3,20.2,60.0,eor
5705,2020-06-20 10:00:00,3,20.2,60.0,eor
5705,2020-06-20 11:00:00,3,21.1,54.0,eor
5705,2020-06-20 12:00:00,3,22.4,45.0,eor
5705,2020-06-20 13:00:00,3,18.8,76.0,eor
5705,2020-06-20 14:00:00,3,22.7,46.0,eor
5705,2020-06-20 15:00:00,3,22.4,48.0,eor
5705,2020-06-20 16:00:00,3,22.6,43.0,eor
5705,2020-06-20 17:00:00,3,21.9,47.0,eor
5705,2020-06-20 18:00:00,3,20.8,57.0,eor
5705,2020-06-20 19:00:00,3,17.2,75.0,eor
5705,2020-06-20 20:00:00,3,17.3,75.0,eor
5705,2020-06-20 21:00:00,3,16.8,75.0,eor
5705,2020-06-20 22:00:00,3,16.0,81.0,eor
5705,2020-06-20 23:00:00,3,15.4,85.0,eor
5705,2020-06-21 00:00:00,3,14.5,89.0,eor
5705,2020-06-21 01:00:00,3,14.2,89.0,eor
5705,2020-06-21 02:00:00,3,14.4,87.0,eor
5705,2020-06-21 03:00:00,3,13.4,92.0,eor
5705,2020-06-21 04:00:00,3,12.9,94.0,eor
5705,2020-06-21 05:00:00,3,14.5,86.0,eor
5705,2020-06-21 06:00:00,3,16.4,75.0,eor
5705,2020-06-21 07:00:00,3,18.5,64.0,eor
5705,2020-06-21 08:00:00,3,19.8,57.0,eor
5705,2020-06-21 09:00:00,3,21.3,48.0,eor
5705,2020-06-21 10:00:00,3,22.1,55.0,eor
5705,2020-06-21 11:00:00,3,22.2,49.0,eor
5705,2020-06-21 12:00:00,3,23.6,45.0,eor
5705,2020-06-21 13:00:00,3,23.2,47.0,eor
5705,2020-06-21 14:00:00,3,24.2,43.0,eor
5705,2020-06-21 15:00:00,3,24.4,40.0,eor
5705,2020-06-21 16:00:00,3,24.8,40.0,eor
5705,2020-06-21 17:00:00,3,24.6,37.0,eor
5705,2020-06-21 18:00:00,3,24.3,37.0,eor
5705,2020-06-21 19:00:00,3,22.6,42.0,eor
5705,2020-06-21 20:00:00,3,20.3,54.0,eor
5705,2020-06-21 21:00:00,3,18.8,62.0,eor
5705,2020-06-21 22:00:00,3,17.1,73.0,eor
5705,2020-06-21 23:00:00,3,17.1,74.0,eor
5705,2020-06-22 00:00:00,3,17.4,71.0,eor
5705,2020-06-22 01:00:00,3,17.1,74.0,eor
5705,2020-06-22 02:00:00,3,17.1,73.0,eor
5705,2020-06-22 03:00:00,3,17.7,67.0,eor
5705,2020-06-22 04:00:00,3,17.1,71.0,eor
5705,2020-06-22 05:00:00,3,16.9,73.0,eor
5705,2020-06-22 06:00:00,3,19.4,65.0,eor
5705,2020-06-22 07:00:00,3,19.5,64.0,eor
5705,2020-06-22 08:00:00,3,21.5,61.0,eor
5705,2020-06-22 09:00:00,3,22.0,57.0,eor
5705,2020-06-22 10:00:00,3,22.9,55.0,eor
5705,2020-06-22 11:00:00,3,22.5,60.0,eor
5705,2020-06-22 12:00:00,3,23.5,55.0,eor
5705,2020-06-22 13:00:00,3,25.0,49.0,eor
5705,2020-06-22 14:00:00,3,25.1,48.0,eor
5705,2020-06-22 15:00:00,3,23.9,49.0,eor
5705,2020-06-22 16:00:00,3,23.9,50.0,eor
5705,2020-06-22 17:00:00,3,23.8,52.0,eor
5705,2020-06-22 18:00:00,3,22.7,57.0,eor
5705,2020-06-22 19:00:00,3,22.0,59.0,eor
5705,2020-06-22 20:00:00,3,20.7,61.0,eor
5705,2020-06-22 21:00:00,3,18.9,69.0,eor
5705,2020-06-22 22:00:00,3,17.7,71.0,eor
5705,2020-06-22 23:00:00,3,16.7,77.0,eor
5705,2020-06-23 00:00:00,3,16.1,78.0,eor
5705,2020-06-23 01:00:00,3,15.0,85.0,eor
5705,2020-06-23 02:00:00,3,14.5,86.0,eor
5705,2020-06-23 03:00:00,3,13.6,90.0,eor
5705,2020-06-23 04:00:00,3,13.4,90.0,eor
5705,2020-06-23 05:00:00,3,14.6,82.0,eor
5705,2020-06-23 06:00:00,3,17.4,68.0,eor
5705,2020-06-23 07:00:00,3,19.3,60.0,eor
5705,2020-06-23 08:00:00,3,21.2,53.0,eor
5705,2020-06-23 09:00:00,3,22.2,50.0,eor
5705,2020-06-23 10:00:00,3,23.1,43.0,eor
5705,2020-06-23 11:00:00,3,24.1,42.0,eor
5705,2020-06-23 12:00:00,3,24.2,35.0,eor
5705,2020-06-23 13:00:00,3,25.1,40.0,eor
5705,2020-06-23 14:00:00,3,25.3,37.0,eor
5705,2020-06-23 15:00:00,3,25.3,35.0,eor
5705,2020-06-23 16:00:00,3,25.8,36.0,eor
5705,2020-06-23 17:00:00,3,24.9,37.0,eor
5705,2020-06-23 18:00:00,3,24.3,38.0,eor
5705,2020-06-23 19:00:00,3,23.1,42.0,eor
5705,2020-06-23 20:00:00,3,21.5,49.0,eor
5705,2020-06-23 21:00:00,3,20.3,53.0,eor
5705,2020-06-23 22:00:00,3,18.6,59.0,eor
5705,2020-06-23 23:00:00,3,18.0,61.0,eor
5705,2020-06-24 00:00:00,3,16.5,67.0,eor
5705,2020-06-24 01:00:00,3,15.2,74.0,eor
5705,2020-06-24 02:00:00,3,14.4,77.0,eor
5705,2020-06-24 03:00:00,3,13.5,79.0,eor
5705,2020-06-24 04:00:00,3,13.2,81.0,eor
5705,2020-06-24 05:00:00,3,14.9,76.0,eor
5705,2020-06-24 06:00:00,3,17.1,63.0,eor
5705,2020-06-24 07:00:00,3,19.5,54.0,eor
5705,2020-06-24 08:00:00,3,21.5,47.0,eor
5705,2020-06-24 09:00:00,3,23.1,42.0,eor
5705,2020-06-24 10:00:00,3,24.1,39.0,eor
5705,2020-06-24 11:00:00,3,24.4,37.0,eor
5705,2020-06-24 12:00:00,3,25.5,37.0,eor
5705,2020-06-24 13:00:00,3,26.1,40.0,eor
5705,2020-06-24 14:00:00,3,25.6,35.0,eor
5705,2020-06-24 15:00:00,3,25.7,35.0,eor
5705,2020-06-24 16:00:00,3,25.7,34.0,eor
5705,2020-06-24 17:00:00,3,25.1,36.0,eor
5705,2020-06-24 18:00:00,3,23.9,38.0,eor
5705,2020-06-24 19:00:00,3,22.1,45.0,eor
5705,2020-06-24 20:00:00,3,20.8,51.0,eor
5705,2020-06-24 21:00:00,3,20.2,53.0,eor
5705,2020-06-24 22:00:00,3,19.1,58.0,eor
5705,2020-06-24 23:00:00,3,18.1,63.0,eor
5705,2020-06-25 00:00:00,3,17.0,69.0,eor
5705,2020-06-25 01:00:00,3,16.3,74.0,eor
5705,2020-06-25 02:00:00,3,15.5,78.0,eor
5705,2020-06-25 03:00:00,3,15.3,79.0,eor
5705,2020-06-25 04:00:00,3,14.4,83.0,eor
5705,2020-06-25 05:00:00,3,16.3,77.0,eor
5705,2020-06-25 06:00:00,3,16.7,77.0,eor
5705,2020-06-25 07:00:00,3,18.5,70.0,eor
5705,2020-06-25 08:00:00,3,18.8,68.0,eor
5705,2020-06-25 09:00:00,3,18.9,72.0,eor
5705,2020-06-25 10:00:00,3,19.1,72.0,eor
5705,2020-06-25 11:00:00,3,19.3,71.0,eor
5705,2020-06-25 12:00:00,3,21.1,65.0,eor
5705,2020-06-25 13:00:00,3,23.1,57.0,eor
5705,2020-06-25 14:00:00,3,23.3,52.0,eor
5705,2020-06-25 15:00:00,3,24.1,52.0,eor
5705,2020-06-25 16:00:00,3,24.3,50.0,eor
5705,2020-06-25 17:00:00,3,24.0,48.0,eor
5705,2020-06-25 18:00:00,3,23.0,48.0,eor
5705,2020-06-25 19:00:00,3,21.9,52.0,eor
5705,2020-06-25 20:00:00,3,20.7,56.0,eor
5705,2020-06-25 21:00:00,3,20.0,55.0,eor
5705,2020-06-25 22:00:00,3,18.2,62.0,eor
5705,2020-06-25 23:00:00,3,16.9,71.0,eor
5705,2020-06-26 00:00:00,3,15.8,74.0,eor
5705,2020-06-26 01:00:00,3,14.7,79.0,eor
5705,2020-06-26 02:00:00,3,14.3,81.0,eor
5705,2020-06-26 03:00:00,3,12.8,88.0,eor
5705,2020-06-26 04:00:00,3,12.9,87.0,eor
5705,2020-06-26 05:00:00,3,14.9,78.0,eor
5705,2020-06-26 06:00:00,3,16.4,73.0,eor
5705,2020-06-26 07:00:00,3,19.1,63.0,eor
5705,2020-06-26 08:00:00,3,21.1,55.0,eor
5705,2020-06-26 09:00:00,3,22.3,52.0,eor
5705,2020-06-26 10:00:00,3,24.0,48.0,eor
5705,2020-06-26 11:00:00,3,25.4,43.0,eor
5705,2020-06-26 12:00:00,3,25.4,42.0,eor
5705,2020-06-26 13:00:00,3,26.7,37.0,eor
5705,2020-06-26 14:00:00,3,26.6,38.0,eor
5705,2020-06-26 15:00:00,3,27.9,40.0,eor
5705,2020-06-26 16:00:00,3,28.4,37.0,eor
5705,2020-06-26 17:00:00,3,26.8,40.0,eor
5705,2020-06-26 18:00:00,3,25.4,44.0,eor
5705,2020-06-26 19:00:00,3,24.2,50.0,eor
5705,2020-06-26 20:00:00,3,22.3,63.0,eor
5705,2020-06-26 21:00:00,3,21.3,63.0,eor
5705,2020-06-26 22:00:00,3,20.0,73.0,eor
5705,2020-06-26 23:00:00,3,19.1,78.0,eor
5705,2020-06-27 00:00:00,3,19.6,73.0,eor
5705,2020-06-27 01:00:00,3,18.6,79.0,eor
5705,2020-06-27 02:00:00,3,18.3,82.0,eor
5705,2020-06-27 03:00:00,3,18.2,83.0,eor
5705,2020-06-27 04:00:00,3,17.9,84.0,eor
5705,2020-06-27 05:00:00,3,19.5,76.0,eor
5705,2020-06-27 06:00:00,3,21.1,73.0,eor
5705,2020-06-27 07:00:00,3,22.9,67.0,eor
5705,2020-06-27 08:00:00,3,24.7,62.0,eor
5705,2020-06-27 09:00:00,3,25.3,60.0,eor
5705,2020-06-27 10:00:00,3,26.9,53.0,eor
5705,2020-06-27 11:00:00,3,28.3,49.0,eor
5705,2020-06-27 12:00:00,3,24.6,60.0,eor
5705,2020-06-27 13:00:00,3,25.4,59.0,eor
5705,2020-06-27 14:00:00,3,27.2,54.0,eor
5705,2020-06-27 15:00:00,3,25.7,53.0,eor
5705,2020-06-27 16:00:00,3,27.6,52.0,eor
5705,2020-06-27 17:00:00,3,27.0,54.0,eor
5705,2020-06-27 18:00:00,3,26.9,53.0,eor
5705,2020-06-27 19:00:00,3,25.4,56.0,eor
5705,2020-06-27 20:00:00,3,23.6,62.0,eor
5705,2020-06-27 21:00:00,3,21.8,67.0,eor
5705,2020-06-27 22:00:00,3,21.2,69.0,eor
5705,2020-06-27 23:00:00,3,20.4,73.0,eor
5705,2020-06-28 00:00:00,3,20.3,75.0,eor
5705,2020-06-28 01:00:00,3,18.9,84.0,eor
5705,2020-06-28 02:00:00,3,18.1,88.0,eor
5705,2020-06-28 03:00:00,3,17.3,91.0,eor
5705,2020-06-28 04:00:00,3,17.9,87.0,eor
5705,2020-06-28 05:00:00,3,18.4,84.0,eor
5705,2020-06-28 06:00:00,3,19.0,85.0,eor
5705,2020-06-28 07:00:00,3,18.4,93.0,eor
5705,2020-06-28 08:00:00,3,19.2,92.0,eor
5705,2020-06-28 09:00:00,3,21.8,84.0,eor
5705,2020-06-28 10:00:00,3,22.1,70.0,eor
5705,2020-06-28 11:00:00,3,24.1,53.0,eor
5705,2020-06-28 12:00:00,3,25.0,45.0,eor
5705,2020-06-28 13:00:00,3,23.7,49.0,eor
5705,2020-06-28 14:00:00,3,25.2,52.0,eor
5705,2020-06-28 15:00:00,3,23.1,52.0,eor
5705,2020-06-28 16:00:00,3,21.7,55.0,eor
5705,2020-06-28 17:00:00,3,19.8,55.0,eor
5705,2020-06-28 18:00:00,3,18.0,63.0,eor
5705,2020-06-28 19:00:00,3,17.6,66.0,eor
5705,2020-06-28 20:00:00,3,16.1,80.0,eor
5705,2020-06-28 21:00:00,3,15.5,86.0,eor
5705,2020-06-28 22:00:00,3,15.1,90.0,eor
5705,2020-06-28 23:00:00,3,14.9,89.0,eor
5705,2020-06-29 00:00:00,3,14.7,90.0,eor
5705,2020-06-29 01:00:00,3,14.3,89.0,eor
5705,2020-06-29 02:00:00,3,13.3,93.0,eor
5705,2020-06-29 03:00:00,3,13.4,92.0,eor
5705,2020-06-29 04:00:00,3,13.5,89.0,eor
5705,2020-06-29 05:00:00,3,13.6,93.0,eor
5705,2020-06-29 06:00:00,3,14.5,89.0,eor
5705,2020-06-29 07:00:00,3,16.0,82.0,eor
5705,2020-06-29 08:00:00,3,16.1,77.0,eor
5705,2020-06-29 09:00:00,3,17.5,74.0,eor
5705,2020-06-29 10:00:00,3,19.3,60.0,eor
5705,2020-06-29 11:00:00,3,19.5,55.0,eor
5705,2020-06-29 12:00:00,3,19.4,62.0,eor
5705,2020-06-29 13:00:00,3,20.9,61.0,eor
5705,2020-06-29 14:00:00,3,19.4,59.0,eor
5705,2020-06-29 15:00:00,3,22.1,55.0,eor
5705,2020-06-29 16:00:00,3,21.9,51.0,eor
5705,2020-06-29 17:00:00,3,22.3,54.0,eor
5705,2020-06-29 18:00:00,3,20.9,57.0,eor
5705,2020-06-29 19:00:00,3,16.3,87.0,eor
5705,2020-06-29 20:00:00,3,15.6,89.0,eor
5705,2020-06-29 21:00:00,3,15.8,90.0,eor
5705,2020-06-29 22:00:00,3,15.3,87.0,eor
5705,2020-06-29 23:00:00,3,14.6,77.0,eor
5705,2020-06-30 00:00:00,3,12.8,87.0,eor
5705,2020-06-30 01:00:00,3,12.1,88.0,eor
5705,2020-06-30 02:00:00,3,12.4,90.0,eor
5705,2020-06-30 03:00:00,3,12.0,86.0,eor
5705,2020-06-30 04:00:00,3,12.4,84.0,eor
5705,2020-06-30 05:00:00,3,13.4,81.0,eor
5705,2020-06-30 06:00:00,3,14.6,78.0,eor
5705,2020-06-30 07:00:00,3,16.7,68.0,eor
5705,2020-06-30 08:00:00,3,19.0,59.0,eor
5705,2020-06-30 09:00:00,3,19.1,53.0,eor
5705,2020-06-30 10:00:00,3,19.5,51.0,eor
5705,2020-06-30 11:00:00,3,20.7,46.0,eor
5705,2020-06-30 12:00:00,3,21.0,45.0,eor
5705,2020-06-30 13:00:00,3,20.3,50.0,eor
5705,2020-06-30 14:00:00,3,20.4,50.0,eor
5705,2020-06-30 15:00:00,3,21.7,47.0,eor
5705,2020-06-30 16:00:00,3,22.1,49.0,eor
5705,2020-06-30 17:00:00,3,20.8,53.0,eor
5705,2020-06-30 18:00:00,3,20.6,55.0,eor
5705,2020-06-30 19:00:00,3,19.3,61.0,eor
5705,2020-06-30 20:00:00,3,18.0,67.0,eor
5705,2020-06-30 21:00:00,3,17.3,71.0,eor
5705,2020-06-30 22:00:00,3,16.2,77.0,eor
5705,2020-06-30 23:00:00,3,15.2,82.0,eor
5705,2020-07-01 00:00:00,3,14.8,84.0,eor
5705,2020-07-01 01:00:00,3,13.9,88.0,eor
5705,2020-07-01 02:00:00,3,13.9,86.0,eor
5705,2020-07-01 03:00:00,3,13.6,88.0,eor
5705,2020-07-01 04:00:00,3,14.1,86.0,eor
5705,2020-07-01 05:00:00,3,15.1,82.0,eor
5705,2020-07-01 06:00:00,3,17.9,73.0,eor
5705,2020-07-01 07:00:00,3,20.7,65.0,eor
5705,2020-07-01 08:00:00,3,22.8,58.0,eor
5705,2020-07-01 09:00:00,3,24.4,55.0,eor
5705,2020-07-01 10:00:00,3,25.2,51.0,eor
5705,2020-07-01 11:00:00,3,26.3,47.0,eor
5705,2020-07-01 12:00:00,3,27.6,46.0,eor
5705,2020-07-01 13:00:00,3,28.8,44.0,eor
5705,2020-07-01 14:00:00,3,28.7,43.0,eor
5705,2020-07-01 15:00:00,3,28.7,42.0,eor
5705,2020-07-01 16:00:00,3,28.1,44.0,eor
5705,2020-07-01 17:00:00,3,27.7,43.0,eor
5705,2020-07-01 18:00:00,3,27.3,45.0,eor
5705,2020-07-01 19:00:00,3,25.0,52.0,eor
