date,temp_mean,temp_max,rh_mean,rh_hours_above_60,n_valid_hours,year,month,infection_risk
2021-10-03,17.104166666666668,21.4,71.5,19,24,2021,10,1
2021-10-04,12.674999999999999,14.4,87.33333333333333,24,24,2021,10,0
2021-10-05,12.1625,15.0,90.5,24,24,2021,10,0
2021-10-06,10.674999999999999,14.5,83.75,24,24,2021,10,0
2021-10-07,10.658333333333333,15.3,84.875,23,24,2021,10,0
2021-10-08,10.495833333333334,17.0,82.75,23,24,2021,10,0
2021-10-09,9.933333333333334,16.3,70.95833333333333,16,24,2021,10,0
2021-10-10,7.4624999999999995,13.9,73.58333333333333,17,24,2021,10,0
2021-10-11,6.3500000000000005,12.3,90.08333333333333,24,24,2021,10,0
2021-10-12,8.558333333333334,11.3,90.70833333333333,24,24,2021,10,0
2021-10-13,7.716666666666666,12.2,83.70833333333333,24,24,2021,10,0
2021-10-14,8.804166666666667,11.7,87.33333333333333,24,24,2021,10,0
2021-10-15,9.295833333333333,15.2,85.33333333333333,24,24,2021,10,0
2021-10-16,6.925,12.3,89.91666666666667,24,24,2021,10,0
2021-10-17,7.329166666666667,11.9,86.91666666666667,24,24,2021,10,0
2021-10-18,7.0375000000000005,10.8,92.66666666666667,24,24,2021,10,0
2021-10-19,8.808333333333334,14.5,94.04166666666667,24,24,2021,10,0
2021-10-20,13.579166666666666,18.6,79.66666666666667,23,24,2021,10,0
2021-10-21,11.541666666666666,14.8,76.70833333333333,18,24,2021,10,0
2021-10-22,7.170833333333333,11.0,78.08333333333333,21,24,2021,10,0
2021-10-23,7.120833333333334,10.5,83.45833333333333,24,24,2021,10,0
2021-10-24,5.458333333333333,12.8,79.08333333333333,19,24,2021,10,0
2021-10-25,5.954166666666667,14.4,86.375,23,24,2021,10,0
2021-10-26,9.525,13.8,87.79166666666667,24,24,2021,10,0
2021-10-27,8.929166666666667,13.9,91.08333333333333,24,24,2021,10,0
2021-10-28,6.154166666666666,8.6,95.95833333333333,24,24,2021,10,0
2021-10-29,6.05,8.5,94.91666666666667,24,24,2021,10,0
2021-10-30,6.216666666666666,10.9,93.625,24,24,2021,10,0
2021-10-31,12.6875,18.9,78.45833333333333,21,24,2021,10,0
2021-11-01,9.579166666666667,11.5,90.79166666666667,24,24,2021,11,0
2021-11-02,7.266666666666667,11.3,89.95833333333333,24,24,2021,11,0
2021-11-03,6.625,8.9,92.70833333333333,24,24,2021,11,0
2021-11-04,6.325,7.0,94.04166666666667,24,24,2021,11,0
2021-11-05,6.383333333333333,8.3,90.20833333333333,24,24,2021,11,0
2021-11-06,3.375,7.4,96.875,24,24,2021,11,0
2021-11-07,5.625,7.6,89.66666666666667,24,24,2021,11,0
2021-11-08,5.8999999999999995,9.2,86.16666666666667,24,24,2021,11,0
2021-11-09,5.5125,10.5,83.91666666666667,23,24,2021,11,0
2021-11-10,2.4875000000000003,7.6,91.0,24,24,2021,11,0
2021-11-11,0.8583333333333333,2.5,99.95833333333333,24,24,2021,11,0
2021-11-12,1.5708333333333335,3.5,99.91666666666667,24,24,2021,11,0
2021-11-13,4.4624999999999995,6.6,96.83333333333333,24,24,2021,11,0
2021-11-14,7.466666666666666,9.7,91.66666666666667,24,24,2021,11,0
2021-11-15,6.783333333333334,7.4,84.875,24,24,2021,11,0
2021-11-16,5.6875,6.3,87.875,24,24,2021,11,0
2021-11-17,4.970833333333333,5.5,90.0,24,24,2021,11,0
2021-11-18,5.95,8.5,87.625,24,24,2021,11,0
2021-11-19,6.216666666666666,7.0,91.54166666666667,24,24,2021,11,0
2021-11-20,7.25,9.5,86.58333333333333,24,24,2021,11,0
2021-11-21,4.708333333333333,5.5,90.08333333333333,24,24,2021,11,0
2021-11-22,4.279166666666667,6.6,82.25,24,24,2021,11,0
2021-11-23,1.0458333333333334,5.7,80.29166666666667,21,24,2021,11,0
2021-11-24,2.779166666666667,6.8,83.45833333333333,24,24,2021,11,0
2021-11-25,1.2916666666666667,1.9,82.5,24,24,2021,11,0
2021-11-26,1.55,2.7,86.375,24,24,2021,11,0
2021-11-27,2.033333333333333,4.1,88.70833333333333,24,24,2021,11,0
2021-11-28,1.0708333333333333,2.9,91.04166666666667,24,24,2021,11,0
2021-11-29,1.1125,2.5,88.375,24,24,2021,11,0
2021-11-30,2.2125,4.1,91.79166666666667,24,24,2021,11,0
2021-12-01,6.041666666666667,8.1,86.375,24,24,2021,12,0
2021-12-02,2.470833333333333,5.8,90.91666666666667,24,24,2021,12,0
2021-12-03,0.18333333333333332,0.9,86.79166666666667,24,24,2021,12,0
2021-12-04,1.7291666666666667,5.2,95.16666666666667,24,24,2021,12,0
2021-12-05,2.45,5.8,87.79166666666667,24,24,2021,12,0
2021-12-06,0.9041666666666667,2.5,95.375,24,24,2021,12,0
2021-12-07,1.6375,4.6,89.0,24,24,2021,12,0
2021-12-08,0.9125,2.0,94.5,24,24,2021,12,0
2021-12-09,2.2708333333333335,3.7,91.66666666666667,24,24,2021,12,0
2021-12-10,1.175,2.8,89.75,24,24,2021,12,0
2021-12-11,1.8958333333333333,2.9,89.91666666666667,24,24,2021,12,0
2021-12-12,2.7375000000000003,4.0,87.70833333333333,24,24,2021,12,0
2021-12-13,5.4125000000000005,6.7,99.25,24,24,2021,12,0
2021-12-14,5.3125,6.2,98.45833333333333,24,24,2021,12,0
2021-12-15,5.145833333333333,6.9,96.95833333333333,24,24,2021,12,0
2021-12-16,6.3500000000000005,8.3,90.79166666666667,24,24,2021,12,0
2021-12-17,2.954166666666667,6.7,97.125,24,24,2021,12,0
2021-12-18,1.9833333333333334,2.7,96.83333333333333,24,24,2021,12,0
2021-12-19,4.0249999999999995,5.2,88.66666666666667,24,24,2021,12,0
2021-12-20,2.091666666666667,5.1,79.5,21,24,2021,12,0
2021-12-21,-2.4458333333333333,2.0,87.20833333333333,24,24,2021,12,0
2021-12-22,-3.8249999999999997,0.1,86.66666666666667,24,24,2021,12,0
2021-12-23,-1.7125000000000001,5.1,89.08333333333333,24,24,2021,12,0
2021-12-24,7.095833333333334,8.2,91.79166666666667,24,24,2021,12,0
2021-12-25,1.8333333333333333,6.2,96.5,24,24,2021,12,0
2021-12-26,0.07083333333333333,1.9,95.625,24,24,2021,12,0
2021-12-27,3.716666666666667,5.9,97.58333333333333,24,24,2021,12,0
2021-12-28,6.8875,9.5,94.70833333333333,24,24,2021,12,0
2021-12-29,8.216666666666667,9.6,90.83333333333333,24,24,2021,12,0
2021-12-30,12.458333333333334,14.5,87.20833333333333,24,24,2021,12,0
2021-12-31,11.391666666666666,13.9,85.29166666666667,24,24,2021,12,0
2022-01-01,9.595833333333333,12.4,90.125,24,24,2022,1,0
2022-01-02,7.079166666666667,11.2,86.04166666666667,24,24,2022,1,0
2022-01-03,8.895833333333334,11.6,84.70833333333333,24,24,2022,1,0
2022-01-04,7.054166666666667,10.5,95.125,24,24,2022,1,0
2022-01-05,2.8666666666666667,5.1,79.58333333333333,24,24,2022,1,0
2022-01-06,2.0166666666666666,5.4,82.125,24,24,2022,1,0
2022-01-07,0.06666666666666667,1.7,91.45833333333333,24,24,2022,1,0
2022-01-08,1.175,2.6,87.375,24,24,2022,1,0
2022-01-09,2.9791666666666665,4.0,87.625,24,24,2022,1,0
2022-01-10,2.1374999999999997,4.2,90.54166666666667,24,24,2022,1,0
2022-01-11,2.65,4.0,84.16666666666667,24,24,2022,1,0
2022-01-12,1.075,3.1,77.875,24,24,2022,1,0
2022-01-13,0.5333333333333333,3.2,87.5,24,24,2022,1,0
2022-01-14,-0.6333333333333333,7.0,94.08333333333333,24,24,2022,1,0
2022-01-15,0.7583333333333333,2.4,93.5,24,24,2022,1,0
2022-01-16,0.7291666666666666,2.1,90.20833333333333,24,24,2022,1,0
2022-01-17,3.65,4.7,86.45833333333333,24,24,2022,1,0
2022-01-18,4.495833333333334,6.2,85.16666666666667,24,24,2022,1,0
2022-01-19,2.345833333333333,4.1,82.16666666666667,24,24,2022,1,0
2022-01-20,1.9458333333333335,3.3,83.29166666666667,24,24,2022,1,0
2022-01-21,1.175,3.1,81.58333333333333,24,24,2022,1,0
2022-01-22,3.7291666666666665,4.6,87.70833333333333,24,24,2022,1,0
2022-01-23,4.0874999999999995,5.2,81.5,24,24,2022,1,0
2022-01-24,3.35,4.0,81.16666666666667,24,24,2022,1,0
2022-01-25,-0.8416666666666667,0.4,97.875,24,24,2022,1,0
2022-01-26,0.025000000000000005,0.3,89.125,24,24,2022,1,0
2022-01-27,0.25416666666666665,3.6,88.29166666666667,24,24,2022,1,0
2022-01-28,3.404166666666667,6.1,79.79166666666667,24,24,2022,1,0
2022-01-29,3.8791666666666664,6.6,87.20833333333333,24,24,2022,1,0
2022-01-30,4.7875000000000005,6.8,67.625,21,24,2022,1,0
2022-01-31,2.5500000000000003,4.0,85.33333333333333,24,24,2022,1,0
2022-02-01,2.9333333333333336,5.8,81.875,24,24,2022,2,0
2022-02-02,5.645833333333333,8.3,74.20833333333333,22,24,2022,2,0
2022-02-03,5.95,8.1,85.91666666666667,24,24,2022,2,0
2022-02-04,5.4875,6.5,82.08333333333333,24,24,2022,2,0
2022-02-05,3.025,5.5,75.41666666666667,24,24,2022,2,0
2022-02-06,4.325,5.5,81.375,24,24,2022,2,0
2022-02-07,3.1166666666666667,5.3,76.04166666666667,24,24,2022,2,0
2022-02-08,4.3875,6.5,82.95833333333333,24,24,2022,2,0
2022-02-09,7.345833333333334,11.8,79.66666666666667,24,24,2022,2,0
2022-02-10,4.541666666666667,7.5,82.16666666666667,24,24,2022,2,0
2022-02-11,3.3541666666666665,6.1,76.41666666666667,21,24,2022,2,0
2022-02-12,0.9791666666666666,5.8,78.33333333333333,20,24,2022,2,0
2022-02-13,2.8958333333333335,10.9,73.66666666666667,19,24,2022,2,0
2022-02-14,7.1625000000000005,12.7,64.0,15,24,2022,2,0
2022-02-15,5.95,8.1,78.75,24,24,2022,2,0
2022-02-16,7.3625,11.4,82.125,24,24,2022,2,0
2022-02-17,9.541666666666666,11.7,68.29166666666667,17,24,2022,2,0
2022-02-18,9.058333333333334,13.6,69.16666666666667,20,24,2022,2,0
2022-02-19,5.7875000000000005,7.4,51.583333333333336,4,24,2022,2,0
2022-02-20,6.616666666666667,9.3,77.79166666666667,24,24,2022,2,0
2022-02-21,5.7749999999999995,9.3,71.5,19,24,2022,2,0
2022-02-22,5.6125,7.8,75.16666666666667,22,24,2022,2,0
2022-02-23,6.6125,11.3,72.66666666666667,19,24,2022,2,0
2022-02-24,6.516666666666667,11.4,73.58333333333333,21,24,2022,2,0
2022-02-25,2.875,6.3,76.70833333333333,23,24,2022,2,0
2022-02-26,3.158333333333333,6.2,72.20833333333333,18,24,2022,2,0
2022-02-27,3.1291666666666664,7.2,64.08333333333333,13,24,2022,2,0
2022-02-28,2.795833333333333,8.6,59.041666666666664,10,24,2022,2,0
2022-03-01,1.6291666666666667,6.7,53.041666666666664,9,24,2022,3,0
2022-03-02,1.5,6.8,60.083333333333336,13,24,2022,3,0
2022-03-03,2.225,9.5,58.583333333333336,11,24,2022,3,0
2022-03-04,1.6291666666666667,7.3,65.41666666666667,17,24,2022,3,0
2022-03-05,1.2416666666666665,5.6,62.125,11,24,2022,3,0
2022-03-06,1.6624999999999999,4.5,53.458333333333336,7,24,2022,3,0
2022-03-07,0.2166666666666667,4.6,52.458333333333336,4,24,2022,3,0
2022-03-08,2.025,8.6,54.166666666666664,11,24,2022,3,0
2022-03-09,4.045833333333333,12.1,48.958333333333336,9,24,2022,3,0
2022-03-10,5.579166666666667,13.5,48.708333333333336,8,24,2022,3,0
2022-03-11,5.254166666666666,11.8,40.083333333333336,4,24,2022,3,0
2022-03-12,4.741666666666666,10.8,34.0,0,24,2022,3,0
2022-03-13,6.175,13.7,34.666666666666664,0,24,2022,3,0
2022-03-14,6.016666666666667,11.5,67.04166666666667,13,24,2022,3,0
2022-03-15,4.9375,8.9,86.66666666666667,24,24,2022,3,0
2022-03-16,6.825,12.4,79.66666666666667,22,24,2022,3,0
2022-03-17,7.954166666666667,11.1,73.25,24,24,2022,3,0
2022-03-18,7.4875,11.0,70.41666666666667,21,24,2022,3,0
2022-03-19,5.908333333333334,11.5,61.833333333333336,16,24,2022,3,0
2022-03-20,8.725,15.4,45.666666666666664,0,24,2022,3,0
2022-03-21,7.495833333333334,14.0,43.0,1,24,2022,3,0
2022-03-22,7.833333333333333,16.4,44.125,8,24,2022,3,0
2022-03-23,8.995833333333334,18.0,41.75,7,24,2022,3,0
2022-03-24,10.108333333333333,18.7,43.25,5,24,2022,3,0
2022-03-25,10.379166666666666,18.0,45.416666666666664,8,24,2022,3,0
2022-03-26,10.829166666666666,17.8,45.916666666666664,3,24,2022,3,0
2022-03-27,11.870833333333332,19.2,58.958333333333336,14,24,2022,3,0
2022-03-28,12.329166666666666,20.5,56.458333333333336,10,24,2022,3,0
2022-03-29,11.174999999999999,16.2,61.583333333333336,14,24,2022,3,0
2022-03-30,6.704166666666667,9.4,82.83333333333333,24,24,2022,3,0
2022-03-31,4.891666666666667,6.9,82.83333333333333,24,24,2022,3,0
2022-04-01,0.24166666666666667,2.3,92.04166666666667,24,24,2022,4,0
2022-04-02,0.5416666666666666,2.5,76.83333333333333,24,24,2022,4,0
2022-04-03,1.1375,4.4,60.333333333333336,12,24,2022,4,0
2022-04-04,2.891666666666666,6.8,63.041666666666664,14,24,2022,4,0
2022-04-05,6.5249999999999995,8.6,81.5,24,24,2022,4,0
2022-04-06,10.741666666666667,14.0,69.08333333333333,17,24,2022,4,0
2022-04-07,9.875,13.1,72.375,18,24,2022,4,0
2022-04-08,4.3999999999999995,8.3,76.66666666666667,19,24,2022,4,0
2022-04-09,3.279166666666667,7.8,80.70833333333333,22,24,2022,4,0
2022-04-10,4.3500000000000005,8.4,69.83333333333333,17,24,2022,4,0
2022-04-11,7.245833333333334,14.0,63.541666666666664,12,24,2022,4,0
2022-04-12,12.133333333333333,19.5,52.041666666666664,8,24,2022,4,0
2022-04-13,15.145833333333334,22.3,49.5,5,24,2022,4,0
2022-04-14,14.308333333333332,20.3,69.25,17,24,2022,4,0
2022-04-15,12.470833333333333,18.3,67.0,15,24,2022,4,0
2022-04-16,9.35,13.6,54.125,10,24,2022,4,0
2022-04-17,8.708333333333334,14.8,48.0,8,24,2022,4,0
2022-04-18,10.137500000000001,16.0,47.75,8,24,2022,4,0
2022-04-19,10.4625,17.1,48.083333333333336,6,24,2022,4,0
2022-04-20,9.4125,15.6,50.958333333333336,9,24,2022,4,0
2022-04-21,10.320833333333333,15.0,64.66666666666667,14,24,2022,4,0
2022-04-22,11.541666666666666,18.3,61.75,13,24,2022,4,0
2022-04-23,11.441666666666668,14.3,64.83333333333333,16,24,2022,4,0
2022-04-24,9.191666666666666,10.3,79.0,22,24,2022,4,0
2022-04-25,9.65,13.6,80.04166666666667,22,24,2022,4,0
2022-04-26,8.808333333333334,11.1,87.0,24,24,2022,4,0
2022-04-27,10.879166666666668,16.1,71.95833333333333,15,24,2022,4,0
2022-04-28,12.075000000000001,18.8,59.958333333333336,11,24,2022,4,0
2022-04-29,12.924999999999999,18.8,59.375,10,24,2022,4,0
2022-04-30,11.616666666666667,15.0,75.25,22,24,2022,4,0
2022-05-01,11.525,16.2,77.25,21,24,2022,5,0
2022-05-02,14.295833333333334,19.0,64.20833333333333,14,24,2022,5,0
2022-05-03,15.479166666666666,21.5,61.0,12,24,2022,5,1
2022-05-04,13.570833333333333,19.8,78.33333333333333,23,24,2022,5,0
2022-05-05,13.454166666666666,18.3,82.125,22,24,2022,5,0
2022-05-06,14.366666666666667,18.8,61.291666666666664,11,24,2022,5,0
2022-05-07,15.379166666666668,20.9,57.958333333333336,11,24,2022,5,1
2022-05-08,15.799999999999999,21.9,64.20833333333333,15,24,2022,5,1
2022-05-09,16.908333333333335,22.8,58.5,11,24,2022,5,1
2022-05-10,18.25,24.6,61.416666666666664,12,24,2022,5,1
2022-05-11,21.758333333333336,27.9,51.833333333333336,8,24,2022,5,1
2022-05-12,19.141666666666666,22.7,57.458333333333336,13,24,2022,5,1
2022-05-13,16.625,20.2,53.791666666666664,10,24,2022,5,1
2022-05-14,16.354166666666668,23.3,57.375,10,24,2022,5,1
2022-05-15,18.054166666666667,24.5,54.916666666666664,10,24,2022,5,1
2022-05-16,17.958333333333332,26.6,69.375,19,24,2022,5,1
2022-05-17,18.870833333333334,24.1,67.125,13,24,2022,5,1
2022-05-18,21.133333333333333,27.1,59.25,11,24,2022,5,1
2022-05-19,20.645833333333332,29.8,58.916666666666664,12,24,2022,5,1
2022-05-20,21.179166666666667,30.4,70.95833333333333,16,24,2022,5,1
2022-05-21,15.904166666666667,19.6,59.208333333333336,11,24,2022,5,1
2022-05-22,17.095833333333335,22.5,58.708333333333336,10,24,2022,5,1
2022-05-23,18.116666666666667,24.0,70.08333333333333,20,24,2022,5,1
2022-05-24,16.520833333333332,20.2,62.75,11,24,2022,5,1
2022-05-25,16.191666666666666,21.4,54.25,9,24,2022,5,1
2022-05-26,16.804166666666667,20.3,56.041666666666664,7,24,2022,5,1
2022-05-27,14.870833333333332,17.5,70.20833333333333,21,24,2022,5,0
2022-05-28,12.862499999999999,18.1,52.708333333333336,10,24,2022,5,0
2022-05-29,10.5875,14.6,64.5,15,24,2022,5,0
2022-05-30,11.795833333333334,16.8,61.125,12,24,2022,5,0
2022-05-31,15.225,22.2,55.208333333333336,11,24,2022,5,1
2022-06-01,16.491666666666667,23.4,58.166666666666664,9,24,2022,6,1
2022-06-02,15.700000000000001,20.8,50.208333333333336,7,24,2022,6,1
2022-06-03,18.583333333333332,27.5,66.33333333333333,15,24,2022,6,1
2022-06-04,19.158333333333335,23.6,80.375,23,24,2022,6,1
2022-06-05,17.883333333333333,22.6,82.375,24,24,2022,6,1
2022-06-06,18.395833333333332,22.5,71.91666666666667,18,24,2022,6,1
2022-06-07,17.916666666666668,21.6,63.958333333333336,14,24,2022,6,1
2022-06-08,17.304166666666667,23.4,72.58333333333333,16,24,2022,6,1
2022-06-09,15.854166666666666,19.5,73.75,19,24,2022,6,1
2022-06-10,17.683333333333334,24.4,62.041666666666664,12,24,2022,6,1
2022-06-11,19.641666666666666,27.2,59.291666666666664,11,24,2022,6,1
2022-06-12,21.65416666666667,27.5,55.666666666666664,8,24,2022,6,1
2022-06-13,18.45,22.4,49.208333333333336,5,24,2022,6,0
2022-06-14,18.325,25.0,47.416666666666664,7,24,2022,6,1
2022-06-15,22.041666666666668,30.2,43.5,6,24,2022,6,1
2022-06-16,22.1125,28.2,46.541666666666664,6,24,2022,6,1
2022-06-17,21.40833333333333,28.1,43.541666666666664,4,24,2022,6,0
2022-06-18,25.541666666666668,34.8,45.541666666666664,8,24,2022,6,1
2022-06-19,27.575,34.8,45.958333333333336,7,24,2022,6,1
2022-06-20,18.525000000000002,24.3,63.958333333333336,19,24,2022,6,1
2022-06-21,18.445833333333333,26.4,51.208333333333336,8,24,2022,6,1
2022-06-22,21.45,27.8,52.291666666666664,9,24,2022,6,1
2022-06-23,23.791666666666668,31.2,61.208333333333336,11,24,2022,6,1
2022-06-24,21.166666666666668,27.3,69.25,16,24,2022,6,1
2022-06-25,21.358333333333334,27.6,61.541666666666664,11,24,2022,6,1
2022-06-26,23.1875,30.1,57.25,11,24,2022,6,1
2022-06-27,19.775000000000002,23.2,77.33333333333333,22,24,2022,6,1
2022-06-28,20.962500000000002,27.1,51.875,8,24,2022,6,1
2022-06-29,22.233333333333334,28.3,63.833333333333336,13,24,2022,6,1
2022-06-30,24.120833333333334,32.3,61.708333333333336,10,24,2022,6,1
2022-07-01,15.887500000000001,19.6,79.95833333333333,22,24,2022,7,1
2022-07-02,19.529166666666665,26.6,58.125,11,24,2022,7,1
2022-07-03,23.162499999999998,31.0,48.458333333333336,7,24,2022,7,1
2022-07-04,22.537499999999998,27.8,44.833333333333336,5,24,2022,7,0
2022-07-05,22.004166666666666,27.9,41.791666666666664,4,24,2022,7,0
2022-07-06,19.345833333333335,24.0,46.708333333333336,3,24,2022,7,0
2022-07-07,16.883333333333333,20.1,66.45833333333333,19,24,2022,7,1
2022-07-08,17.908333333333335,23.5,53.583333333333336,9,24,2022,7,1
2022-07-09,19.270833333333332,24.2,61.291666666666664,13,24,2022,7,1
2022-07-10,16.429166666666667,19.8,58.5,11,24,2022,7,1
2022-07-11,17.808333333333334,23.4,67.91666666666667,18,24,2022,7,1
2022-07-12,20.675,29.1,56.125,10,24,2022,7,1
2022-07-13,24.004166666666666,32.5,42.583333333333336,8,24,2022,7,1
2022-07-14,23.520833333333332,30.0,44.208333333333336,2,24,2022,7,0
2022-07-15,18.625,23.6,47.291666666666664,5,24,2022,7,0
2022-07-16,18.8875,24.9,47.166666666666664,6,24,2022,7,1
2022-07-17,20.604166666666668,27.9,38.458333333333336,4,24,2022,7,0
2022-07-18,23.708333333333332,32.3,35.333333333333336,1,24,2022,7,0
2022-07-19,26.866666666666664,36.1,35.166666666666664,3,24,2022,7,0
2022-07-20,28.2625,37.2,39.666666666666664,3,24,2022,7,0
2022-07-21,22.7375,28.2,64.25,14,24,2022,7,1
2022-07-22,23.429166666666664,30.4,56.041666666666664,9,24,2022,7,1
2022-07-23,23.25,29.0,56.041666666666664,11,24,2022,7,1
2022-07-24,24.97083333333333,31.7,45.666666666666664,6,24,2022,7,1
2022-07-25,26.545833333333334,34.9,47.666666666666664,7,24,2022,7,1
2022-07-26,22.066666666666666,26.8,54.166666666666664,9,24,2022,7,1
2022-07-27,19.616666666666667,24.1,57.791666666666664,10,24,2022,7,1
2022-07-28,21.279166666666665,28.3,43.708333333333336,5,24,2022,7,0
2022-07-29,20.679166666666667,27.0,59.541666666666664,9,24,2022,7,1
2022-07-30,20.099999999999998,27.5,68.20833333333333,15,24,2022,7,1
2022-07-31,22.729166666666668,28.8,53.666666666666664,8,24,2022,7,1
2022-08-01,23.287499999999998,27.4,54.75,10,24,2022,8,1
2022-08-02,23.954166666666666,30.4,48.791666666666664,8,24,2022,8,1
2022-08-03,25.833333333333332,34.1,44.291666666666664,6,24,2022,8,1
2022-08-04,28.59583333333333,37.7,39.958333333333336,5,24,2022,8,0
2022-08-05,24.958333333333332,31.1,51.625,7,24,2022,8,1
2022-08-06,19.825,25.0,42.708333333333336,6,24,2022,8,1
2022-08-07,20.666666666666668,27.3,37.583333333333336,0,24,2022,8,0
2022-08-08,22.545833333333334,28.8,34.833333333333336,0,24,2022,8,0
2022-08-09,23.3875,29.9,35.5,0,24,2022,8,0
2022-08-10,23.34166666666667,29.0,35.458333333333336,0,24,2022,8,0
2022-08-11,23.5625,29.8,35.791666666666664,2,24,2022,8,0
2022-08-12,23.1375,29.3,37.333333333333336,0,24,2022,8,0
2022-08-13,23.258333333333336,30.8,43.458333333333336,5,24,2022,8,0
2022-08-14,24.75,31.5,50.75,8,24,2022,8,1
2022-08-15,23.325,28.0,52.708333333333336,6,24,2022,8,1
2022-08-16,22.3125,29.7,56.083333333333336,10,24,2022,8,1
2022-08-17,22.770833333333332,30.2,54.041666666666664,10,24,2022,8,1
2022-08-18,22.354166666666668,27.5,62.875,16,24,2022,8,1
2022-08-19,21.620833333333334,25.6,66.33333333333333,18,24,2022,8,1
2022-08-20,20.395833333333332,26.7,74.58333333333333,23,24,2022,8,1
2022-08-21,20.8875,27.6,61.125,11,24,2022,8,1
2022-08-22,21.412499999999998,28.1,50.666666666666664,8,24,2022,8,1
2022-08-23,21.995833333333334,29.0,50.208333333333336,9,24,2022,8,1
2022-08-24,23.054166666666664,30.3,52.875,10,24,2022,8,1
2022-08-25,23.6375,31.0,58.041666666666664,10,24,2022,8,1
2022-08-26,22.683333333333334,31.1,66.41666666666667,16,24,2022,8,1
2022-08-27,19.4375,21.4,85.29166666666667,24,24,2022,8,1
2022-08-28,20.375,24.9,64.83333333333333,12,24,2022,8,1
2022-08-29,19.704166666666666,26.1,54.0,8,24,2022,8,1
2022-08-30,20.745833333333334,28.3,51.625,9,24,2022,8,1
2022-08-31,19.441666666666666,23.6,59.583333333333336,14,24,2022,8,1
2022-09-01,18.337500000000002,22.9,58.916666666666664,10,24,2022,9,1
2022-09-02,18.141666666666666,23.7,49.333333333333336,8,24,2022,9,1
2022-09-03,18.150000000000002,24.4,61.041666666666664,11,24,2022,9,1
2022-09-04,18.849999999999998,24.9,73.08333333333333,15,24,2022,9,1
2022-09-05,20.941666666666666,27.8,60.625,11,24,2022,9,1
2022-09-06,22.425,30.2,53.958333333333336,11,24,2022,9,1
2022-09-07,22.233333333333334,28.9,58.458333333333336,10,24,2022,9,1
2022-09-08,18.075,21.8,71.04166666666667,18,24,2022,9,1
2022-09-09,16.654166666666665,21.1,71.83333333333333,19,24,2022,9,1
2022-09-10,15.570833333333333,18.9,81.125,24,24,2022,9,1
2022-09-11,16.425,21.8,79.5,21,24,2022,9,1
2022-09-12,15.733333333333334,23.1,80.125,19,24,2022,9,1
2022-09-13,16.349999999999998,21.2,82.04166666666667,24,24,2022,9,1
2022-09-14,17.804166666666667,21.2,90.83333333333333,24,24,2022,9,1
2022-09-15,15.833333333333334,18.1,79.875,23,24,2022,9,1
2022-09-16,13.066666666666668,16.8,71.875,19,24,2022,9,0
2022-09-17,10.270833333333334,14.1,77.625,22,24,2022,9,0
2022-09-18,9.904166666666667,12.9,83.20833333333333,24,24,2022,9,0
2022-09-19,10.179166666666667,12.7,82.91666666666667,24,24,2022,9,0
2022-09-20,10.370833333333334,14.1,80.75,24,24,2022,9,0
2022-09-21,9.229166666666666,15.7,80.5,18,24,2022,9,0
2022-09-22,10.0,17.4,73.5,16,24,2022,9,0
2022-09-23,11.254166666666668,18.5,72.08333333333333,17,24,2022,9,0
2022-09-24,13.279166666666667,19.1,77.54166666666667,22,24,2022,9,0
2022-09-25,12.2875,14.5,89.95833333333333,24,24,2022,9,0
2022-09-26,11.266666666666666,15.0,81.70833333333333,24,24,2022,9,0
2022-09-27,9.220833333333333,11.3,85.79166666666667,24,24,2022,9,0
2022-09-28,8.987499999999999,12.7,81.375,24,24,2022,9,0
2022-09-29,8.383333333333333,13.5,85.41666666666667,23,24,2022,9,0
2022-09-30,8.475,15.2,82.83333333333333,19,24,2022,9,0
2022-10-01,10.35,13.2,87.875,24,24,2022,10,0
2022-10-02,12.141666666666666,13.0,91.83333333333333,24,24,2022,10,0
2022-10-03,10.883333333333333,15.0,83.91666666666667,23,24,2022,10,0
2022-10-04,10.262500000000001,17.0,84.70833333333333,23,24,2022,10,0
2022-10-05,13.470833333333333,20.3,81.25,24,24,2022,10,0
2022-10-06,14.070833333333333,18.3,70.25,15,24,2022,10,0
2022-10-07,11.4,18.3,83.16666666666667,24,24,2022,10,0
2022-10-08,12.424999999999999,16.6,81.29166666666667,22,24,2022,10,0
2022-10-09,9.674999999999999,16.7,76.54166666666667,18,24,2022,10,0
2022-10-10,12.954166666666666,20.5,76.45833333333333,20,24,2022,10,0
2022-10-11,12.200000000000001,15.9,80.41666666666667,24,24,2022,10,0
2022-10-12,10.495833333333334,16.0,85.0,24,24,2022,10,0
2022-10-13,12.0875,15.4,89.625,24,24,2022,10,0
2022-10-14,13.533333333333333,16.2,90.41666666666667,24,24,2022,10,0
2022-10-15,15.125,17.6,90.875,24,24,2022,10,1
2022-10-16,16.370833333333334,21.3,89.125,24,24,2022,10,1
2022-10-17,16.304166666666667,24.2,81.16666666666667,20,24,2022,10,1
2022-10-18,14.8125,18.1,91.41666666666667,24,24,2022,10,0
2022-10-19,11.475,13.6,94.04166666666667,24,24,2022,10,0
2022-10-20,10.208333333333334,14.0,87.29166666666667,24,24,2022,10,0
2022-10-21,12.791666666666666,16.2,95.04166666666667,24,24,2022,10,0
2022-10-22,14.262500000000001,19.0,85.25,24,24,2022,10,0
2022-10-23,13.479166666666666,19.1,84.79166666666667,24,24,2022,10,0
